date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:11:15	715/715	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220722491036306a05a2881c9ef11dbb53%22	https://tatem.com/images/maskIcon.svg	C:/My%20Websites/tate/tatem.com/images/maskIcon.svg	(from https://tatem.com/)
15:11:15	4100/4100	---M--	200	added ('OK')	image/png	etag:%222255d96dede2439fc7415c68680fb908%22	https://tatem.com/images/apple-touch-icon.png?v=2	C:/My%20Websites/tate/tatem.com/images/apple-touch-icon5e1f.png	(from https://tatem.com/)
15:11:15	112594/112594	---MCZ	200	added ('OK')	application/javascript	etag:W/%22846118c33b2c0e922d7b3a7676f81f6f%22	https://tatem.com/_next/static/chunks/polyfills-42372ed130431b0a.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/polyfills-42372ed130431b0aae80.js	(from https://tatem.com/)
15:11:16	69401/69401	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:16%20GMT	https://tatem.com/careers/senior-full-stack-software-engineer/10-02-2024	C:/My%20Websites/tate/tatem.com/careers/senior-full-stack-software-engineer/10-02-2024.html	(from https://tatem.com/)
15:11:16	45009/45009	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:17%20GMT	https://tatem.com/releases	C:/My%20Websites/tate/tatem.com/releases.html	(from https://tatem.com/)
15:11:16	64993/64993	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:17%20GMT	https://tatem.com/pricing	C:/My%20Websites/tate/tatem.com/pricing.html	(from https://tatem.com/)
15:11:17	36969/36969	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:18%20GMT	https://tatem.com/sign-in	C:/My%20Websites/tate/tatem.com/sign-in.html	(from https://tatem.com/)
15:11:17	47789/47789	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:18%20GMT	https://tatem.com/join-waitlist	C:/My%20Websites/tate/tatem.com/join-waitlist.html	(from https://tatem.com/)
15:11:17	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/%22/home/monet.jpeg%22	C:/My%20Websites/tate/tatem.com/_/home/monet.jpeg_	(from https://tatem.com/)
15:11:18	66387/66387	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:18%20GMT	https://tatem.com/about	C:/My%20Websites/tate/tatem.com/about.html	(from https://tatem.com/)
15:11:18	47940/47940	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:19%20GMT	https://tatem.com/culture	C:/My%20Websites/tate/tatem.com/culture.html	(from https://tatem.com/)
15:11:18	56190/56190	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:19%20GMT	https://tatem.com/careers	C:/My%20Websites/tate/tatem.com/careers.html	(from https://tatem.com/)
15:11:19	61868/61868	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:20%20GMT	https://tatem.com/writing	C:/My%20Websites/tate/tatem.com/writing.html	(from https://tatem.com/)
15:11:19	71137/71137	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:20%20GMT	https://tatem.com/brand	C:/My%20Websites/tate/tatem.com/brand.html	(from https://tatem.com/)
15:11:19	50121/50121	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:20%20GMT	https://tatem.com/credits	C:/My%20Websites/tate/tatem.com/credits.html	(from https://tatem.com/)
15:11:20	57497/57497	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:20%20GMT	https://tatem.com/story	C:/My%20Websites/tate/tatem.com/story.html	(from https://tatem.com/)
15:11:20	87222/87222	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:21%20GMT	https://tatem.com/affiliate	C:/My%20Websites/tate/tatem.com/affiliate.html	(from https://tatem.com/)
15:11:20	51661/51661	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:21%20GMT	https://tatem.com/contact	C:/My%20Websites/tate/tatem.com/contact.html	(from https://tatem.com/)
15:11:21	68940/68940	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:21%20GMT	https://tatem.com/terms	C:/My%20Websites/tate/tatem.com/terms.html	(from https://tatem.com/)
15:11:21	87791/87791	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:22%20GMT	https://tatem.com/privacy	C:/My%20Websites/tate/tatem.com/privacy.html	(from https://tatem.com/)
15:11:21	46818/46818	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:22%20GMT	https://tatem.com/sitemap	C:/My%20Websites/tate/tatem.com/sitemap.html	(from https://tatem.com/)
15:11:21	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/85dda547-5c6f84d89247d8f3.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/85dda547-5c6f84d89247d8f3ae80.js	(from https://tatem.com/)
15:11:22	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/0f515d60-d12828cdec37c847.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/0f515d60-d12828cdec37c847ae80.js	(from https://tatem.com/)
15:11:22	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/257b6a2c-bbf7592ed7fae297.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/257b6a2c-bbf7592ed7fae297ae80.js	(from https://tatem.com/)
15:11:22	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/716107be-ffa0d5b427a6b13f.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/716107be-ffa0d5b427a6b13fae80.js	(from https://tatem.com/)
15:11:22	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/3961-67e3b77192e06e25.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/3961-67e3b77192e06e25ae80.js	(from https://tatem.com/)
15:11:23	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/3228-560bb941bbe17ec0.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/3228-560bb941bbe17ec0ae80.js	(from https://tatem.com/)
15:11:23	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/3067-c87968e3efc1df6c.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/3067-c87968e3efc1df6cae80.js	(from https://tatem.com/)
15:11:23	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/6346-8ecc22cea98f4bd4.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/6346-8ecc22cea98f4bd4ae80.js	(from https://tatem.com/)
15:11:23	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/7407-891f79ff830cb80d.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/7407-891f79ff830cb80dae80.js	(from https://tatem.com/)
15:11:24	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/7427-b0fda0a745b7134c.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/7427-b0fda0a745b7134cae80.js	(from https://tatem.com/)
15:11:24	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/5048-cbb699206126708d.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/5048-cbb699206126708dae80.js	(from https://tatem.com/)
15:11:24	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/8810-227b212eddc9af23.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/8810-227b212eddc9af23ae80.js	(from https://tatem.com/)
15:11:24	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/6998-eacd00fde782faee.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/6998-eacd00fde782faeeae80.js	(from https://tatem.com/)
15:11:25	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/1083-1ffe598e71ad6b15.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/1083-1ffe598e71ad6b15ae80.js	(from https://tatem.com/)
15:11:25	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/e297.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/e297ae80.js	(from https://tatem.com/)
15:11:25	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/a9b0a55c5230ac.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/a9b0a55c5230acae80.js	(from https://tatem.com/)
15:11:25	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/1953-b16f3ec1fd6b900a.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/1953-b16f3ec1fd6b900aae80.js	(from https://tatem.com/)
15:11:26	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/static/chunks/7476-f4a9b0a55c5230ac.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/static/chunks/7476-f4a9b0a55c5230acae80.js	(from https://tatem.com/)
15:11:26	51013/51013	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2022:39:37%20GMT	https://tatem.com/407-891f79ff830cb80d.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/407-891f79ff830cb80dae80.js	(from https://tatem.com/)
15:11:26	489/489	---MCZ	200	added ('OK')	text/css	etag:W/%22ee4d656fbad9745b4dd6349f052481a0%22	https://tatem.com/_next/static/css/5eefd53f85816af1.css?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/css/5eefd53f85816af1ae80.css	(from https://tatem.com/careers/senior-full-stack-software-engineer/10-02-2024)
15:11:26	9706/9706	---MCZ	200	added ('OK')	application/javascript	etag:W/%223dd6491ba776c5ad002bad24ea6f822b%22	https://tatem.com/_next/static/chunks/app/(marketing)/careers/page-a8e2a34ffb629f21.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/app/(marketing)/careers/page-a8e2a34ffb629f21ae80.js	(from https://tatem.com/careers/senior-full-stack-software-engineer/10-02-2024)
15:11:27	22703/22703	---MCZ	200	added ('OK')	application/javascript	etag:W/%2276f0345e7fdba727d896263af234bb6c%22	https://tatem.com/_next/static/chunks/4221-516776379304c93c.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/4221-516776379304c93cae80.js	(from https://tatem.com/careers/senior-full-stack-software-engineer/10-02-2024)
